document_id,user_id,viewed_at,document_title,course_name,university_name,category_id,category_name,premium,rating,pages,word_count,ID,Name,Last Name,Passport Number
7039939,9352534,2020-11-30 22:21:15,Exphil oppgave om Peter Singer sitt syn på retten til liv for fostre,Examen philosophicum,Universitetet i Oslo,10,,1,5,4,1013,291,Joseph,Jones,7211554346
9337851,12782992,2020-11-30 22:20:58,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,,1,50,44,13160,292,Christopher,Glover,867435149
6205805,8496766,2020-11-30 22:20:52,"Forretningsutvikling og digitalisering, 24",Forretningsutvikling og digitalisering,Handelshøyskolen BI,3,,0,1,10,1320,293,Gregg,Boyer,1332785836
3224888,11585732,2020-11-30 22:20:24,David Hume,Examen philosophicum,Universitetet i Oslo,7,,1,1,8,1404,294,Steven,Gomez,6379711037
3690480,13004670,2020-11-30 22:20:23,Kap 3 Pliktetikk - Oppgaver fra seminargruppe.,"Examen philosophicum, Tromsøvarianten",Norges Arktiske Universitet,8,,0,4,2,1120,295,Sheila,Webb,7460763445
10289430,8496766,2020-11-30 22:20:21,Forretningsutvikling og digitalisering,Forretningsutvikling og digitalisering,Handelshøyskolen BI,3,,1,0,117,13707,296,Robert,Allen,6334843634
9312525,13065256,2020-11-30 22:19:58,Kompetansemål + svar HIS3410,Bedriften,Handelshøyskolen BI,3,,1,7,27,8881,297,Randy,Baker,258265748
7716935,12947828,2020-11-30 22:19:45,Exphil oppgaveark,Examen philosophicum,Universitetet i Oslo,7,,0,0,3,774,298,Kimberly,Pierce,3172764824
3279755,13004670,2020-11-30 22:19:46,Foredrag ex phil 07.09.2018 - pliktetikk og dydsetikk,"Examen philosophicum, Tromsøvarianten",Norges Arktiske Universitet,3,,0,0,1,146,299,Stephanie,Newman,3105661287
9635946,11537762,2020-11-30 22:19:38,Øvelsesoppgave 1,Markedsføringsledelse,Handelshøyskolen BI,9,,1,2,5,1046,300,Mark,Curtis,3592033717
9469693,12690782,2020-11-30 22:19:25,Bedriften uke 34 kortsvar,Bedriften,Handelshøyskolen BI,6,,1,0,1,403,301,Christopher,Bartlett,9840197847
4527704,13004670,2020-11-30 22:19:22,Ex Phil - Seminarspørsmål 5 - Pliktetikk,"Examen philosophicum, Tromsøvarianten",Norges Arktiske Universitet,5,,0,0,2,598,302,Robert,Smith,1532036966
10375367,12782992,2020-11-30 22:19:22,Oppsummering av bedriften,Bedriften,Handelshøyskolen BI,3,,1,9,8,1294,303,Andrea,Villarreal,2262163693
4524027,12820726,2020-11-30 22:19:17,Etikk notater Normativ etikk,Etikk og samfunnsansvar,Universitetet i Sørøst-Norge,5,,0,5,2,790,304,Andrea,Yates,1456478220
9338453,13204266,2020-11-30 22:19:04,Bedriften kortsvar,Bedriften,Handelshøyskolen BI,9,,1,-2,12,2773,305,Benjamin,Howe,5998619596
2031960,12947828,2020-11-30 22:18:55,Exphil - Sluttester - Sammendrag Examen philosophicum,Examen philosophicum,Universitetet i Oslo,7,,1,8,21,10367,306,Adam,Leon,4004141505
3324127,11919622,2020-11-30 22:18:40,Hva er en god lærer PEDA120,Skulen og lærarrolla,Universitetet i Bergen,8,,1,1,3,1156,307,Mark,Moss,7994730406
9175833,12027106,2020-11-30 22:18:40,Kortsvar bedriften 1,Bedriften,Handelshøyskolen BI,9,,1,0,5,1350,308,Mary,Woods,2512936415
3332576,12159066,2020-11-30 22:18:35,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,,1,22,20,5632,309,Paula,Baldwin,7520413074
3332577,12159066,2020-11-30 22:18:26,Exphil 2 (etikk) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,,1,14,4,1319,310,Allen,Stein,7742094205
2074359,12260156,2020-11-30 22:18:18,Bedriften kortsvar,Bedriften,Handelshøyskolen BI,7,,1,0,12,4802,311,Gabriela,Washington,2994377878
4009329,12159066,2020-11-30 22:18:01,Exphil notater,Examen philosophicum,Universitetet i Oslo,7,,1,23,15,3725,312,Michelle,Johnson,4055199224
5528964,13160694,2020-11-30 22:18:01,Lederskap notater - Sammendrag Bedriften Kompendium HIS3410,Bedriften,Handelshøyskolen BI,7,,0,0,3,1222,313,Tara,Roberts,9491013071
6196708,13196738,2020-11-30 22:17:47,Arbeidskrav 1,Bedriften,Handelshøyskolen BI,8,,1,0,4,1100,314,William,Cochran,2225538393
6476536,9620122,2020-11-30 22:17:29,SWOT - Swot,Markedsføringsledelse,Handelshøyskolen BI,6,,0,1,2,341,315,Michael,Weaver,7596153181
6333785,13196738,2020-11-30 22:16:42,Kortsvarsspørsmål til HIS340 Bedriften høsten 2019,Bedriften,Handelshøyskolen BI,6,,1,10,27,9384,316,Penny,Mcdonald,654666289
10096767,13065256,2020-11-30 22:16:41,Bedriften - litt generelt,Bedriften,Handelshøyskolen BI,6,,0,0,2,443,317,Carlos,Johnson,8159963477
2171441,13111870,2020-11-30 22:16:38,Spørsmål til Kap.6,Psykologiens historie og fenomenbeskrevet psykologi,Norges Arktiske Universitet,1,,0,3,3,1505,318,Richard,Baker,4771766173
5517209,8496766,2020-11-30 22:16:28,"Forretningsutvikling og digitalisering, 23",Forretningsutvikling og digitalisering,Handelshøyskolen BI,3,,0,2,3,371,319,Barbara,Brown,7991946887
5937161,11058122,2020-11-30 22:16:24,Petterdass analyse,Bedriften,Handelshøyskolen BI,7,,0,0,1,248,320,Johnny,Lopez,1758172827
5782489,13196738,2020-11-30 22:16:18,"Bedriften- Kjøttforbruk, soya og regnskog Notat",Bedriften,Handelshøyskolen BI,3,,1,27,2,316,321,Robert,Martinez,1720541637
9312525,13065256,2020-11-30 22:16:11,Kompetansemål + svar HIS3410,Bedriften,Handelshøyskolen BI,3,,1,7,27,8881,322,Lori,Ward,2535427016
6541679,12679896,2020-11-30 22:15:59,Interessenter og interessentanalyse,Strategi,Handelshøyskolen BI,3,,1,2,2,425,323,Scott,Turner,1443507159
2063108,12159066,2020-11-30 22:15:59,Eksamensøving exphil,Examen philosophicum,Universitetet i Oslo,10,,1,43,18,6940,324,Denise,Parker,7778552644
2042372,13196738,2020-11-30 22:15:56,Bedriften-kortsvarsspørsmål,Bedriften,Handelshøyskolen BI,7,,1,50,23,9551,325,Alexandria,Baldwin,1331991770
4158285,12198678,2020-11-30 22:15:46,Investering og finansiering sammendrag, Investering og finansieringÅr 2,Universitetet i Stavanger,7,,0,7,6,1499,326,Joshua,Contreras,2544085599
10289430,8496766,2020-11-30 22:15:46,Forretningsutvikling og digitalisering,Forretningsutvikling og digitalisering,Handelshøyskolen BI,3,,1,0,117,13707,327,Jeffrey,Jimenez,3163540630
319865,12159066,2020-11-30 22:15:26,"F Definisjoner Exphil - Lecture notes, lectures 1 - 7",Examen philosophicum- skuleeksamen,Universitetet i Bergen,3,,1,10,13,2226,328,Shawn,Sexton,4443806734
2098854,11551116,2020-11-30 22:15:22,Forklaring kunnskapsmål bedriften,Bedriften,Handelshøyskolen BI,5,,1,7,17,6204,329,Natasha,Stuart,4018894651
8268068,13104172,2020-11-30 22:15:17,Viktige begreper,Innføring i norsk som andrespråk,Universitetet i Oslo,6,,1,1,2,449,330,Ray,Glover,9617436829
9176988,12947828,2020-11-30 22:15:14,Eksamensspørsmål,Examen philosophicum,Universitetet i Oslo,8,,1,0,2,332,331,Breanna,Hansen,3160784930
9176988,12947828,2020-11-30 22:15:13,Eksamensspørsmål,Examen philosophicum,Universitetet i Oslo,8,,1,0,2,332,332,Aaron,Donaldson,1947515659
9337851,13196738,2020-11-30 22:14:49,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,,1,50,44,13160,333,Erica,Garner,5720599422
6043894,13025492,2020-11-30 22:14:44,"Eksamen 2017, spørsmål",Examen philosophicum,Universitetet i Oslo,4,,0,0,2,275,334,Amber,Garcia,5487267243
10318964,11551116,2020-11-30 22:14:42,Bedriftens samfunnsansvar,Bedriften,Handelshøyskolen BI,3,,0,0,9,1785,335,Carlos,Green,1327869208
10307187,13205250,2020-11-30 22:14:40,STV1400 øvningsark - :-),Offentlig politikk og administrasjon 1 (innføringsemne),Universitetet i Oslo,7,,1,2,40,11558,336,Anita,Bowers,407206438
2098854,12782992,2020-11-30 22:14:32,Forklaring kunnskapsmål bedriften,Bedriften,Handelshøyskolen BI,5,,1,7,17,6204,337,David,Blackburn,613838661
3332576,5400482,2020-11-30 22:14:19,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,,1,22,20,5632,338,Brandon,West,1276486856
3332576,5400482,2020-11-30 22:14:19,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,,1,22,20,5632,339,Alexander,Terry,4523697800
3887563,12379916,2020-11-30 22:14:19,"Sammendrag av ""Hvordan organisasjoner fungerer"", Jacobsen og Thorsvik",Organisasjonsteori,Universitetet i Agder,7,,0,52,61,17915,340,William,Hamilton,6819043369
4039156,12379916,2020-11-30 22:13:52,Organisasjonsstruktur,Organisasjonsteori og ledelse,Norges Arktiske Universitet,7,,0,7,5,494,341,Lauren,Washington,6327328228
3910049,12820726,2020-11-30 22:13:36,"Eksamen 12 Desember 2018, svar",Etikk og samfunnsansvar,Universitetet i Sørøst-Norge,4,,0,9,6,4785,342,Melissa,Morgan,1111171306
9161634,9620122,2020-11-30 22:13:35,"Eksamen 5 Mai 2020, svar",Sosiale medier,Handelshøyskolen BI,4,,1,0,13,4740,343,Tammy,Bennett,7369891115
2783840,12972078,2020-11-30 22:13:13,"Eksamen 2015, svar",Velferd og økonomisk politikk,Universitetet i Bergen,4,,1,0,2,442,344,Adam,Hood,7535548383
9271044,11612298,2020-11-30 22:13:11,Kortsvar 2019 - Forelesningsnotater alle,Bedriften,Handelshøyskolen BI,3,,1,0,67,19607,345,Jonathan,Ramirez,8449307119
4141182,10076456,2020-11-30 22:12:49,Grover (1999) analyse,IT og forretningsutvikling,Universitetet i Agder,8,Mandatory assignments,0,0,3,406,346,Jesse,Matthews,4059969181
6599440,11537792,2020-11-30 22:12:49,NHB - noe notater for naturfag og fysisk fostring,"Natur, helse og bevegelse",Oslomet - storbyuniversitetet,7,Summaries,1,5,55,15797,347,Kyle,Crawford,777555416
6242220,11174852,2020-11-30 22:12:29,Kapittel 12 - Sammendrag Bedriften Kompendium HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,2,5,546,348,Jacqueline,Wiggins,2226631691
2071534,13154132,2020-11-30 22:12:29,Fysikkk - Sammendrag Fysikk,Fysikk,Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,13,31,10791,349,Raymond,Huynh,2780201172
2219305,11174852,2020-11-30 22:12:22,#12 - Staten og bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,0,9,1310,350,Matthew,Carr,2707303477
6599440,11537792,2020-11-30 22:12:20,NHB - noe notater for naturfag og fysisk fostring,"Natur, helse og bevegelse",Oslomet - storbyuniversitetet,7,Summaries,1,5,55,15797,351,Tim,Bryant,8259096439
2098854,12782992,2020-11-30 22:12:17,Forklaring kunnskapsmål bedriften,Bedriften,Handelshøyskolen BI,5,Other,1,7,17,6204,352,Catherine,Moore,7075399699
10141755,13205720,2020-11-30 22:12:16,Canvas Columna Thorax Stud SPM,"Anatomi, fysiologi og patologi",Høgskulen på Vestlandet,8,Mandatory assignments,0,0,4,936,353,Daniel,Ferguson,3683303663
2036442,11125956,2020-11-30 22:12:12,Kortsvar-bedriften - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,228,21,5567,354,Greg,Rasmussen,7943906548
8304587,13025492,2020-11-30 22:12:00,Hjemmeeksamen Exphil 2019,Examen philosophicum,Universitetet i Oslo,4,Past exams,1,0,5,911,355,Paul,Hayes,239477658
2036442,11032422,2020-11-30 22:11:53,Kortsvar-bedriften - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,228,21,5567,356,Christopher,Tyler,3594052455
7716935,13118610,2020-11-30 22:11:47,Exphil oppgaveark,Examen philosophicum,Universitetet i Oslo,7,Summaries,0,0,3,774,357,Jaime,Perez,4312457841
2042372,11551116,2020-11-30 22:11:45,Bedriften-kortsvarsspørsmål,Bedriften,Handelshøyskolen BI,7,Summaries,1,50,23,9551,358,Jesse,Richardson,4818724182
10306551,13025492,2020-11-30 22:11:43,EXHPIL03- eksamen 2019,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,6,1442,359,Cynthia,White,6052920446
3164586,11125956,2020-11-30 22:11:41,Kortsvar 10,Bedriften,Handelshøyskolen BI,7,Summaries,1,2,2,480,360,Peter,Davis,840055530
10377388,13025492,2020-11-30 22:11:20,Exphil eksamen vår 2020 argumenterende tekst,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,5,1054,361,Mark,Johnson,7017896695
9161634,9620122,2020-11-30 22:11:19,"Eksamen 5 Mai 2020, svar",Sosiale medier,Handelshøyskolen BI,4,Past exams,1,0,13,4740,362,Jessica,Carter,5731233357
7968789,12926882,2020-11-30 22:11:15,"Dydsetikk og abort, Hursthouse",Examen philosophicum,Universitetet i Oslo,8,Mandatory assignments,1,3,6,929,363,Sara,Marshall,3880429407
8273134,10199202,2020-11-30 22:11:00,Løsningsforslag Biologi 2 eksamen vår 2019,Grunnkurs i biologi,Universitetet i Oslo,4,Past exams,0,2,8,1978,364,Krystal,Diaz,386915844
3214399,12926882,2020-11-30 22:10:45,Peter Singer,Examen philosophicum,Universitetet i Oslo,5,Other,1,-1,2,295,365,Adam,Robinson,9803149549
4239034,10112384,2020-11-30 22:10:44,Gruppeoppgave Jobbtilfredshet og Jobbengasjement,"Psykologi, organisasjon og ledelse",Handelshøyskolen BI,3,Lecture notes,1,0,3,525,366,Rebekah,Snyder,6155679859
10230725,13089516,2020-11-30 22:10:36,Statens hjelpende hånd,Bedriften,Handelshøyskolen BI,9,Tutorial work,1,0,8,2379,367,Tonya,Jones,2058854126
6872177,12926882,2020-11-30 22:10:34,Skriv en argumenterende tekst med utgangspunkt i Peter Singers tekst,Examen philosophicum - English option,Universitetet i Oslo,8,Mandatory assignments,1,0,3,761,368,Sherri,Baker,8795969325
10115402,12770542,2020-11-30 22:10:32,Eksamensbesvarelse 5180 exphil 03 07,Equilibrium welfare and information,Universitetet i Oslo,3,Lecture notes,0,0,13,4046,369,Jorge,Strong,127236703
9380863,11168874,2020-11-30 22:10:26,Egeninteressens- Problem,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,4,5,2088,370,Kristin,Fields,3911396243
6505087,13089516,2020-11-30 22:10:09,11 innovasjon i bedriftens omgivelser,Bedriften,Handelshøyskolen BI,6,Practical,1,4,4,971,371,Julia,Guerrero,3546337099
3233414,12926882,2020-11-30 22:10:09,Peter Singer - Alle dyr er likeverdige,Examen philosophicum,Universitetet i Oslo,10,Essays,1,11,4,838,372,Felicia,Murphy,6793278972
10057526,12770542,2020-11-30 22:10:07,eksamensbesvarelse,Offentlig politikk og administrasjon 1 (innføringsemne),Universitetet i Oslo,4,Past exams,0,0,5,3351,373,Daniel,Henry,7432844334
1690155,13205434,2020-11-30 22:10:01,Leddforbindelse - store ledd,Bevegelsesapparatets anatomi,Norges teknisk-naturvitenskapelige universitet,3,Lecture notes,1,13,3,492,374,Heather,Scott,1323325084
2920631,9608834,2020-11-30 22:09:57,Viktigheten av literacy  skolen,Grunnskolelærer Norsk 5-10 trinn,Oslomet - storbyuniversitetet,10,Essays,0,0,3,466,375,David,Freeman,3160229638
10395371,11168874,2020-11-30 22:09:43,Kap4 Egeninteressens problem,Bedriften,Handelshøyskolen BI,7,Summaries,0,0,3,1465,376,Megan,Atkinson,8327246000
8273134,10199202,2020-11-30 22:09:31,Løsningsforslag Biologi 2 eksamen vår 2019,Grunnkurs i biologi,Universitetet i Oslo,4,Past exams,0,2,8,1978,377,Jason,White,1223805326
3332576,5400482,2020-11-30 22:09:26,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,Summaries,1,22,20,5632,378,Clinton,Barrett,3804160069
4615085,13195862,2020-11-30 22:09:05,"Drama - Sammendrag Kunst, kultur og  kreativitet","Kunst, kultur og  kreativitet",Universitetet i Stavanger,7,Summaries,0,4,13,3747,379,William,Carter,6410004139
2074311,10112384,2020-11-30 22:09:03,Jobbtilfredshet og engasjement,Personalpsykologi,Universitetet i Bergen,7,Summaries,1,7,5,1212,380,Stacey,Frye,2091436399
9724964,11173244,2020-11-30 22:08:56,Chapter 1 Notes,The Firm - Introduction Course,Handelshøyskolen BI,3,Lecture notes,1,0,5,1374,381,Brian,Gray,7943918890
2036442,13089516,2020-11-30 22:08:56,Kortsvar-bedriften - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,228,21,5567,382,Pamela,Nielsen,5587399080
4615086,13195862,2020-11-30 22:08:48,"KKK - Sammendrag Kunst, kultur og  kreativitet","Kunst, kultur og  kreativitet",Universitetet i Stavanger,7,Summaries,0,3,18,3245,383,David,Henry,2863723078
3164568,11430398,2020-11-30 22:08:42,Kortsvar 6,Bedriften,Handelshøyskolen BI,7,Summaries,1,2,2,584,384,Jennifer,Solis,5802030321
2071403,13172208,2020-11-30 22:07:52,"Notater kompendium - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,10,37,3531,385,Jesus,Middleton,2480159428
4702133,12919978,2020-11-30 22:07:29,Begreper - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,3,15,3599,386,Lisa,Hunter,5834888837
9312525,13201920,2020-11-30 22:07:14,Kompetansemål + svar HIS3410,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,7,27,8881,387,Catherine,Miller,1231839073
2071403,13172208,2020-11-30 22:07:14,"Notater kompendium - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,10,37,3531,388,David,Stafford,9816812673
3622849,13205250,2020-11-30 22:07:12,STV1400 – OPA – Samleark 1,Offentlig politikk og administrasjon 1 (innføringsemne),Universitetet i Oslo,7,Summaries,1,7,47,6089,389,Angela,Allen,4294841489
2071394,13172208,2020-11-30 22:07:09,"ITGK - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,18,13,1618,390,Heidi,Whitney,8514645735
6748821,13172208,2020-11-30 22:07:06,"ITGK teori - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,5,17,2993,391,John,Berger,2411883138
3175761,13172208,2020-11-30 22:07:02,ITGK-teori (oppsummert av oppsummert),"Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,8,6,220,392,Marcus,Christensen,757890230
10231605,13007224,2020-11-30 22:06:56,Kunnskapsmål og kortssvarspørsmål til kapittelet bærekraft og bedriften,Bedriften,Handelshøyskolen BI,6,Practical,1,-2,1,121,393,Timothy,Chambers,5734534580
2071403,13172208,2020-11-30 22:06:49,"Notater kompendium - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,10,37,3531,394,Thomas,Brown,9389829181
9350444,13205434,2020-11-30 22:06:42,FYST1102 Notat - Noen nyttige ord og begreper,Bevegelsesapparatets anatomi,Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,2,8,1200,395,Vanessa,Smith,3871770066
2071395,13172208,2020-11-30 22:06:34,"ITGK-nettverk - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,0,3,9,3199,396,Amanda,Rios,8146040545
323291,9025320,2020-11-30 22:06:10,"Summary -  Plato, Aristotle, Descrates, Hume, Kant",Examen philosophicum,Universitetet i Oslo,7,Summaries,1,15,64,15587,397,Ashley,Myers,8486001240
6557598,13025492,2020-11-30 22:06:11,Eksamensbesvarelse ExPhil - Karakter A,Examen philosophicum,Universitetet i Oslo,4,Past exams,1,5,8,1964,398,Mckenzie,Kent,7826950093
6043894,13025492,2020-11-30 22:06:04,"Eksamen 2017, spørsmål",Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,2,275,399,William,Dennis,5882013074
9380863,11168874,2020-11-30 22:05:54,Egeninteressens- Problem,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,4,5,2088,400,Carol,Morgan,3968077072
6526522,12323584,2020-11-30 22:05:49,Oversikt over pensum,Finansregnskap og regnskapsanalyse,Handelshøyskolen BI,6,Practical,1,3,11,1281,401,Stephanie,Jones,9359702299
2063108,13025492,2020-11-30 22:05:48,Eksamensøving exphil,Examen philosophicum,Universitetet i Oslo,10,Essays,1,43,18,6940,402,Daniel,Moore,1959909986
4569613,12827280,2020-11-30 22:05:39,"Eksamen 2018, spørsmål",Bedriften,Handelshøyskolen BI,4,Past exams,1,-1,7,4018,403,Regina,Houston,8466576884
10255420,13135592,2020-11-30 22:05:36,Psyk 106 - Notater,Personalpsykologi,Universitetet i Bergen,3,Lecture notes,0,1,35,7480,404,Michael,Smith,2281749888
3164586,12890680,2020-11-30 22:05:35,Kortsvar 10,Bedriften,Handelshøyskolen BI,7,Summaries,1,2,2,480,405,Wendy,White,5333810421
6132594,12827280,2020-11-30 22:05:25,Bedriften kort og langsvar,Bedriften,Handelshøyskolen BI,6,Practical,1,-2,3,612,406,Natalie,Allen,4144234421
6867476,11893964,2020-11-30 22:05:24,Freid,Examen philosophicum,Universitetet i Oslo,8,Mandatory assignments,1,4,3,790,407,Jessica,Rivera,3294876783
10391184,11168874,2020-11-30 22:05:23,BØK 3422 Arbeidskrav 9 Løsningsforslag H 2020,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,3,354,408,Michael,Wilson,1610604956
5735701,11168874,2020-11-30 22:05:10,Egeninteressens problem,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,-2,4,598,409,Alan,Mccarthy,6520224139
6364095,7900694,2020-11-30 22:05:07,Finansregnskap,Finansregnskap og regnskapsanalyse,Handelshøyskolen BI,7,Summaries,1,18,40,5966,410,Holly,Lewis,8238793355
2031960,13025492,2020-11-30 22:05:05,Exphil - Sluttester - Sammendrag Examen philosophicum,Examen philosophicum,Universitetet i Oslo,7,Summaries,1,8,21,10367,411,April,Cochran,2841853661
10280876,12680820,2020-11-30 22:05:03,Kortsvarsspørsmål kapittel 2,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,2,751,412,Renee,Byrd,4961403179
8924455,12639444,2020-11-30 22:05:03,Analyse av boken Jonas av Jens Bjørneboe,Norsk,Videregående skole (VG),8,Mandatory assignments,0,6,5,2047,413,Nicholas,Hernandez,1438310532
9337851,13201920,2020-11-30 22:04:53,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,50,44,13160,414,Cody,Carter,1450428416
10115402,12770542,2020-11-30 22:04:38,Eksamensbesvarelse 5180 exphil 03 07,Equilibrium welfare and information,Universitetet i Oslo,3,Lecture notes,0,0,13,4046,415,Laura,Day,1081548409
2031957,13025492,2020-11-30 22:04:34,"Eksamen 2017, spørsmål og svar",Examen philosophicum,Universitetet i Oslo,4,Past exams,1,1,9,2935,416,Stephanie,Lee,4253689890
2054479,12639444,2020-11-30 22:04:32,"Eksamen 10 Juni 2014, spørsmål og svar",Matematikk 2 for bygg og maskin,Norges teknisk-naturvitenskapelige universitet,4,Past exams,1,0,14,4486,417,Sarah,Hicks,9404994617
6589183,11544944,2020-11-30 22:04:32,Innovasjon og entreprenørskap Fasit,Bedriften,Handelshøyskolen BI,8,Mandatory assignments,1,0,2,548,418,Christopher,Hubbard,3118954496
7039939,12926882,2020-11-30 22:04:31,Exphil oppgave om Peter Singer sitt syn på retten til liv for fostre,Examen philosophicum,Universitetet i Oslo,10,Essays,1,5,4,1013,419,Laura,Davis,8450323730
3149812,12088136,2020-11-30 22:04:14,"MRK - CASE, Dale of Norway",Markedsføringsledelse,Handelshøyskolen BI,7,Summaries,1,5,11,1634,420,Raymond,Carroll,1896935274
10096767,13065256,2020-11-30 22:04:05,Bedriften - litt generelt,Bedriften,Handelshøyskolen BI,6,Practical,0,0,2,443,421,Julia,Wood,51673409
3214408,12926882,2020-11-30 22:03:56,Dygdsetikk (Hursthouse),Examen philosophicum,Universitetet i Oslo,7,Summaries,0,0,2,248,422,Dawn,Delgado,5858147752
6381223,9620122,2020-11-30 22:03:52,"Eksamen Juni 2019, svar",Sosiale medier,Handelshøyskolen BI,4,Past exams,1,7,24,5217,423,Ellen,Morris,9820989394
2211218,12770542,2020-11-30 22:03:44,Descartes - Grade: B,Examen philosophicum,Universitetet i Oslo,10,Essays,0,2,7,3149,424,William,Robinson,3761084397
10226040,8954444,2020-11-30 22:03:37,Flervalgsprøve-spm,"Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,3,Lecture notes,0,0,69,11243,425,Karen,Boyer,8961760891
2057305,11307896,2020-11-30 22:03:33,Sammendrag Bedriften HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,28,43,11852,426,Andrew,Harris,9016718297
2057305,11307896,2020-11-30 22:03:33,Sammendrag Bedriften HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,28,43,11852,427,William,Adams,1904658717
10096767,13065256,2020-11-30 22:03:27,Bedriften - litt generelt,Bedriften,Handelshøyskolen BI,6,Practical,0,0,2,443,428,Steven,Pratt,941318219
10167945,11168874,2020-11-30 22:03:25,Egeninteressens problem,Bedriften,Handelshøyskolen BI,7,Summaries,0,0,18,7510,429,Joseph,Moore,8823654114
9724701,12639444,2020-11-30 22:03:20,Johann Gutenberg tekst,Historie,Videregående skole (VG),10,Essays,0,0,3,781,430,Stephanie,Lewis,445342178
2036442,13201920,2020-11-30 22:03:12,Kortsvar-bedriften - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,228,21,5567,431,Randy,Goodwin,3831072819
3184153,11348758,2020-11-30 22:03:08,Friluftsliv – uteliv,"Natur, helse og bevegelse",Oslomet - storbyuniversitetet,3,Lecture notes,1,1,3,483,432,Amanda,Brooks,3887891041
4001132,9025320,2020-11-30 22:03:07,Platon,Examen philosophicum,Universitetet i Agder,7,Summaries,0,1,3,1232,433,Jennifer,Taylor,3186571118
10292004,12926882,2020-11-30 22:03:06,Dydsetikk Hursthouse,Examen philosophicum,Universitetet i Oslo,3,Lecture notes,1,1,9,1951,434,Melissa,Cole,261501285
6389993,8508016,2020-11-30 22:02:59,"Eksamen 6 Mai 2019, svar",Sosiale medier,Handelshøyskolen BI,4,Past exams,0,4,20,4321,435,Frank,Shaffer,5101651734
6470664,12926882,2020-11-30 22:02:55,"Hursthouse-Oppg - Hursthouse, oppgave ",Examen philosophicum,Universitetet i Oslo,8,Mandatory assignments,0,0,2,1151,436,Elizabeth,Davis,4951905115
2108925,13115418,2020-11-30 22:02:54,Formelark Finans,Finans,Handelshøyskolen BI,7,Summaries,1,22,4,175,437,Katherine,Hunt,1377529346
10375367,11077438,2020-11-30 22:02:34,Oppsummering av bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,9,8,1294,438,Brenda,Holland,2343491622
6811025,12821340,2020-11-30 22:02:34,Regnskap 5 - Godt skrevet,Regnskap,Oslomet - storbyuniversitetet,7,Summaries,1,0,4,551,439,Jennifer,Jackson,9278714528
7559804,10076456,2020-11-30 22:02:23,Management Control Systems,Økonomiske styringssystemer,Universitetet i Agder,4,Past exams,0,0,40,11344,440,David,Stone,613569060
